Measured Depth m,var1(t)
673.3,25.67
673.35,25.67
673.4,25.67
673.45,25.68
673.5,25.69
673.55,25.69
673.6,25.7
673.65,25.71
673.7,25.73
673.75,25.74
673.8,25.76
673.85,25.78
673.9,25.8
673.95,25.82
674.0,25.84
674.05,25.86
674.1,25.88
674.15,25.9
674.2,25.91
674.25,25.93
674.3,25.94
674.35,25.95
674.4,25.97
674.45,25.98
674.5,25.99
674.55,26.0
674.6,26.01
674.65,26.03
674.7,26.04
674.75,26.05
674.8,26.06
674.85,26.07
674.9,26.08
674.95,26.1
675.0,26.11
675.05,26.12
675.1,26.13
675.15,26.14
675.2,26.15
675.25,26.16
675.3,26.18
675.35,26.19
675.4,26.21
675.45,26.22
675.5,26.23
675.55,26.25
675.6,26.26
675.65,26.27
675.7,26.29
675.75,26.3
675.8,26.31
675.85,26.31
675.9,26.32
675.95,26.33
676.0,26.34
676.05,26.35
676.1,26.35
676.15,26.36
676.2,26.37
676.25,26.38
676.3,26.38
676.35,26.39
676.4,26.4
676.45,26.41
676.5,26.42
676.55,26.43
676.6,26.44
676.65,26.45
676.7,26.46
676.75,26.47
676.8,26.48
676.85,26.49
676.9,26.5
676.95,26.51
677.0,26.52
677.05,26.52
677.1,26.53
677.15,26.54
677.2,26.55
677.25,26.55
677.3,26.56
677.35,26.57
677.4,26.59
677.45,26.6
677.5,26.62
677.55,26.63
677.6,26.65
677.65,26.66
677.7,26.67
677.75,26.68
677.8,26.69
677.85,26.7
677.9,26.71
677.95,26.72
678.0,26.72
678.05,26.73
678.1,26.74
678.15,26.75
678.2,26.75
678.25,26.76
678.3,26.77
678.35,26.78
678.4,26.79
678.45,26.8
678.5,26.81
678.55,26.83
678.6,26.84
678.65,26.85
678.7,26.86
678.75,26.87
678.8,26.88
678.85,26.88
678.9,26.89
678.95,26.9
679.0,26.91
679.05,26.91
679.1,26.92
679.15,26.92
679.2,26.93
679.25,26.94
679.3,26.95
679.35,26.96
679.4,26.98
679.45,26.99
679.5,27.0
679.55,27.02
679.6,27.03
679.65,27.05
679.7,27.06
679.75,27.07
679.8,27.09
679.85,27.1
679.9,27.11
679.95,27.12
680.0,27.14
680.05,27.15
680.1,27.16
680.15,27.18
680.2,27.19
680.25,27.2
680.3,27.21
680.35,27.21
680.4,27.22
680.45,27.23
680.5,27.25
680.55,27.26
680.6,27.27
680.65,27.29
680.7,27.3
680.75,27.31
680.8,27.33
680.85,27.34
680.9,27.36
680.95,27.37
681.0,27.39
681.05,27.4
681.1,27.41
681.15,27.43
681.2,27.44
681.25,27.45
681.3,27.46
681.35,27.46
681.4,27.47
681.45,27.48
681.5,27.49
681.55,27.5
681.6,27.51
681.65,27.52
681.7,27.53
681.75,27.55
681.8,27.56
681.85,27.58
681.9,27.59
681.95,27.61
682.0,27.62
682.05,27.64
682.1,27.65
682.15,27.66
682.2,27.68
682.25,27.69
682.3,27.7
682.35,27.71
682.4,27.72
682.45,27.73
682.5,27.75
682.55,27.76
682.6,27.77
682.65,27.78
682.7,27.79
682.75,27.81
682.8,27.82
682.85,27.83
682.9,27.84
682.95,27.85
683.0,27.86
683.05,27.87
683.1,27.88
683.15,27.89
683.2,27.9
683.25,27.91
683.3,27.92
683.35,27.93
683.4,27.94
683.45,27.95
683.5,27.96
683.55,27.97
683.6,27.98
683.65,27.99
683.7,28.0
683.75,28.02
683.8,28.03
683.85,28.05
683.9,28.06
683.95,28.08
684.0,28.1
684.05,28.12
684.1,28.13
684.15,28.15
684.2,28.17
684.25,28.18
684.3,28.19
684.35,28.2
684.4,28.21
684.45,28.23
684.5,28.24
684.55,28.26
684.6,28.27
684.65,28.28
684.7,28.3
684.75,28.31
684.8,28.33
684.85,28.34
684.9,28.35
684.95,28.36
685.0,28.38
685.05,28.39
685.1,28.4
685.15,28.41
685.2,28.42
685.25,28.43
685.3,28.44
685.35,28.46
685.4,28.47
685.45,28.48
685.5,28.49
685.55,28.51
685.6,28.52
685.65,28.53
685.7,28.55
685.75,28.56
685.8,28.58
685.85,28.59
685.9,28.6
685.95,28.62
686.0,28.63
686.05,28.64
686.1,28.65
686.15,28.66
686.2,28.67
686.25,28.68
686.3,28.68
686.35,28.69
686.4,28.7
686.45,28.7
686.5,28.71
686.55,28.71
686.6,28.72
686.65,28.72
686.7,28.72
686.75,28.72
686.8,28.71
686.85,28.7
686.9,28.7
686.95,28.69
687.0,28.69
687.05,28.68
687.1,28.68
687.15,28.68
687.2,28.68
687.25,28.69
687.3,28.7
687.35,28.71
687.4,28.72
687.45,28.74
687.5,28.75
687.55,28.77
687.6,28.79
687.65,28.81
687.7,28.83
687.75,28.85
687.8,28.87
687.85,28.89
687.9,28.9
687.95,28.92
688.0,28.93
688.05,28.95
688.1,28.96
688.15,28.96
688.2,28.97
688.25,28.98
688.3,28.99
688.35,28.99
688.4,29.0
688.45,29.01
688.5,29.01
688.55,29.02
688.6,29.03
688.65,29.04
688.7,29.05
688.75,29.06
688.8,29.07
688.85,29.08
688.9,29.09
688.95,29.1
689.0,29.11
689.05,29.11
689.1,29.12
689.15,29.13
689.2,29.13
689.25,29.14
689.3,29.15
689.35,29.15
689.4,29.16
689.45,29.17
689.5,29.18
689.55,29.19
689.6,29.2
689.65,29.2
689.7,29.21
689.75,29.22
689.8,29.22
689.85,29.22
689.9,29.23
689.95,29.23
690.0,29.23
690.05,29.23
690.1,29.23
690.15,29.23
690.2,29.23
690.25,29.23
690.3,29.24
690.35,29.24
690.4,29.25
690.45,29.25
690.5,29.26
690.55,29.26
690.6,29.27
690.65,29.27
690.7,29.28
690.75,29.28
690.8,29.28
690.85,29.28
690.9,29.28
690.95,29.28
691.0,29.28
691.05,29.28
691.1,29.28
691.15,29.28
691.2,29.28
691.25,29.28
691.3,29.28
691.35,29.28
691.4,29.28
691.45,29.28
691.5,29.28
691.55,29.28
691.6,29.28
691.65,29.28
691.7,29.29
691.75,29.29
691.8,29.29
691.85,29.3
691.9,29.3
691.95,29.31
692.0,29.31
692.05,29.32
692.1,29.32
692.15,29.32
692.2,29.32
692.25,29.32
692.3,29.32
692.35,29.32
692.4,29.32
692.45,29.32
692.5,29.32
692.55,29.32
692.6,29.32
692.65,29.33
692.7,29.33
692.75,29.34
692.8,29.35
692.85,29.35
692.9,29.36
692.95,29.36
693.0,29.37
693.05,29.37
693.1,29.38
693.15,29.38
693.2,29.38
693.25,29.38
693.3,29.38
693.35,29.38
693.4,29.38
693.45,29.38
693.5,29.38
693.55,29.38
693.6,29.37
693.65,29.37
693.7,29.36
693.75,29.36
693.8,29.35
693.85,29.35
693.9,29.34
693.95,29.33
694.0,29.33
694.05,29.32
694.1,29.32
694.15,29.32
694.2,29.32
694.25,29.32
694.3,29.32
694.35,29.32
694.4,29.32
694.45,29.32
694.5,29.32
694.55,29.32
694.6,29.32
694.65,29.32
694.7,29.32
694.75,29.32
694.8,29.32
694.85,29.32
694.9,29.32
694.95,29.32
695.0,29.32
695.05,29.32
695.1,29.32
695.15,29.32
695.2,29.32
695.25,29.32
695.3,29.33
695.35,29.33
695.4,29.34
695.45,29.34
695.5,29.35
695.55,29.36
695.6,29.36
695.65,29.37
695.7,29.37
695.75,29.38
695.8,29.38
695.85,29.38
695.9,29.38
695.95,29.38
696.0,29.38
696.05,29.38
696.1,29.38
696.15,29.38
696.2,29.38
696.25,29.38
696.3,29.38
696.35,29.38
696.4,29.38
696.45,29.38
696.5,29.38
696.55,29.38
696.6,29.38
696.65,29.38
696.7,29.38
696.75,29.38
696.8,29.38
696.85,29.38
696.9,29.38
696.95,29.38
697.0,29.38
697.05,29.38
697.1,29.38
697.15,29.38
697.2,29.38
697.25,29.38
697.3,29.38
697.35,29.38
697.4,29.38
697.45,29.38
697.5,29.38
697.55,29.38
697.6,29.38
697.65,29.38
697.7,29.38
697.75,29.38
697.8,29.38
697.85,29.38
697.9,29.38
697.95,29.38
698.0,29.38
698.05,29.38
698.1,29.38
698.15,29.38
698.2,29.38
698.25,29.38
698.3,29.38
698.35,29.38
698.4,29.39
698.45,29.39
698.5,29.39
698.55,29.4
698.6,29.41
698.65,29.41
698.7,29.41
698.75,29.42
698.8,29.42
698.85,29.42
698.9,29.42
698.95,29.42
699.0,29.41
699.05,29.4
699.1,29.4
699.15,29.4
699.2,29.39
699.25,29.39
699.3,29.38
699.35,29.38
699.4,29.38
699.45,29.38
699.5,29.38
699.55,29.38
699.6,29.38
699.65,29.38
699.7,29.38
699.75,29.38
699.8,29.38
699.85,29.38
699.9,29.38
699.95,29.38
700.0,29.38
700.05,29.38
700.1,29.38
700.15,29.38
700.2,29.38
700.25,29.38
700.3,29.38
700.35,29.38
700.4,29.38
700.45,29.38
700.5,29.38
700.55,29.38
700.6,29.38
700.65,29.38
700.7,29.38
700.75,29.38
700.8,29.38
700.85,29.38
700.9,29.38
700.95,29.38
701.0,29.38
701.05,29.38
701.1,29.38
701.15,29.38
701.2,29.38
701.25,29.38
701.3,29.38
701.35,29.38
701.4,29.38
701.45,29.38
701.5,29.38
701.55,29.38
701.6,29.38
701.65,29.38
701.7,29.38
701.75,29.38
701.8,29.38
701.85,29.38
701.9,29.38
701.95,29.38
702.0,29.37
702.05,29.37
702.1,29.36
702.15,29.36
702.2,29.35
702.25,29.35
702.3,29.34
702.35,29.33
702.4,29.33
702.45,29.32
702.5,29.32
702.55,29.32
702.6,29.32
702.65,29.32
702.7,29.32
702.75,29.32
702.8,29.32
702.85,29.32
702.9,29.32
702.95,29.32
703.0,29.32
703.05,29.32
703.1,29.32
703.15,29.32
703.2,29.32
703.25,29.32
703.3,29.32
703.35,29.32
703.4,29.32
703.45,29.32
703.5,29.32
703.55,29.33
703.6,29.33
703.65,29.34
703.7,29.35
703.75,29.35
703.8,29.36
703.85,29.36
703.9,29.37
703.95,29.37
704.0,29.38
704.05,29.38
704.1,29.38
704.15,29.38
704.2,29.38
704.25,29.38
704.3,29.38
704.35,29.38
704.4,29.38
704.45,29.38
704.5,29.38
704.55,29.38
704.6,29.38
704.65,29.38
704.7,29.38
704.75,29.38
704.8,29.38
704.85,29.38
704.9,29.38
704.95,29.38
705.0,29.38
705.05,29.38
705.1,29.38
705.15,29.38
705.2,29.38
705.25,29.38
705.3,29.38
705.35,29.38
705.4,29.38
705.45,29.39
705.5,29.39
705.55,29.4
705.6,29.4
705.65,29.41
705.7,29.42
705.75,29.42
705.8,29.43
705.85,29.43
705.9,29.44
705.95,29.44
706.0,29.44
706.05,29.44
706.1,29.44
706.15,29.44
706.2,29.44
706.25,29.44
706.3,29.44
706.35,29.44
706.4,29.44
706.45,29.45
706.5,29.45
706.55,29.46
706.6,29.47
706.65,29.47
706.7,29.48
706.75,29.48
706.8,29.49
706.85,29.49
706.9,29.5
706.95,29.5
707.0,29.5
707.05,29.5
707.1,29.5
707.15,29.5
707.2,29.5
707.25,29.5
707.3,29.5
707.35,29.5
707.4,29.5
707.45,29.5
707.5,29.5
707.55,29.5
707.6,29.5
707.65,29.5
707.7,29.5
707.75,29.5
707.8,29.5
707.85,29.51
707.9,29.51
707.95,29.52
708.0,29.52
708.05,29.53
708.1,29.53
708.15,29.54
708.2,29.54
708.25,29.55
708.3,29.55
708.35,29.55
708.4,29.55
708.45,29.55
708.5,29.55
708.55,29.55
708.6,29.55
708.65,29.55
708.7,29.55
708.75,29.55
708.8,29.55
708.85,29.55
708.9,29.56
708.95,29.56
709.0,29.57
709.05,29.57
709.1,29.58
709.15,29.58
709.2,29.59
709.25,29.6
709.3,29.6
709.35,29.6
709.4,29.61
709.45,29.61
709.5,29.61
709.55,29.61
709.6,29.62
709.65,29.62
709.7,29.63
709.75,29.63
709.8,29.64
709.85,29.64
709.9,29.65
709.95,29.66
710.0,29.66
710.05,29.67
710.1,29.67
710.15,29.67
710.2,29.67
710.25,29.67
710.3,29.67
710.35,29.67
710.4,29.67
710.45,29.67
710.5,29.67
710.55,29.68
710.6,29.68
710.65,29.69
710.7,29.69
710.75,29.7
710.8,29.71
710.85,29.71
710.9,29.72
710.95,29.72
711.0,29.73
711.05,29.73
711.1,29.73
711.15,29.73
711.2,29.73
711.25,29.73
711.3,29.73
711.35,29.73
711.4,29.73
711.45,29.74
711.5,29.74
711.55,29.74
711.6,29.75
711.65,29.75
711.7,29.76
711.75,29.76
711.8,29.77
711.85,29.77
711.9,29.78
711.95,29.78
712.0,29.78
712.05,29.78
712.1,29.79
712.15,29.79
712.2,29.8
712.25,29.8
712.3,29.81
712.35,29.81
712.4,29.82
712.45,29.82
712.5,29.83
712.55,29.83
712.6,29.84
712.65,29.84
712.7,29.85
712.75,29.86
712.8,29.86
712.85,29.87
712.9,29.87
712.95,29.88
713.0,29.89
713.05,29.89
713.1,29.9
713.15,29.9
713.2,29.9
713.25,29.9
713.3,29.9
713.35,29.9
713.4,29.9
713.45,29.91
713.5,29.92
713.55,29.92
713.6,29.93
713.65,29.93
713.7,29.94
713.75,29.95
713.8,29.95
713.85,29.96
713.9,29.96
713.95,29.97
714.0,29.97
714.05,29.98
714.1,29.98
714.15,29.99
714.2,29.99
714.25,30.0
714.3,30.0
714.35,30.0
714.4,30.01
714.45,30.01
714.5,30.02
714.55,30.02
714.6,30.03
714.65,30.03
714.7,30.04
714.75,30.05
714.8,30.05
714.85,30.06
714.9,30.06
714.95,30.07
715.0,30.08
715.05,30.08
715.1,30.09
715.15,30.09
715.2,30.1
715.25,30.1
715.3,30.11
715.35,30.12
715.4,30.12
715.45,30.13
715.5,30.13
715.55,30.13
715.6,30.13
715.65,30.13
715.7,30.13
715.75,30.14
715.8,30.14
715.85,30.15
715.9,30.16
715.95,30.16
716.0,30.17
716.05,30.17
716.1,30.18
716.15,30.18
716.2,30.19
716.25,30.19
716.3,30.19
716.35,30.19
716.4,30.19
716.45,30.19
716.5,30.2
716.55,30.2
716.6,30.21
716.65,30.21
716.7,30.22
716.75,30.22
716.8,30.23
716.85,30.23
716.9,30.24
716.95,30.25
717.0,30.25
717.05,30.26
717.1,30.27
717.15,30.27
717.2,30.28
717.25,30.28
717.3,30.29
717.35,30.3
717.4,30.3
717.45,30.3
717.5,30.3
717.55,30.3
717.6,30.3
717.65,30.3
717.7,30.3
717.75,30.3
717.8,30.3
717.85,30.3
717.9,30.31
717.95,30.31
718.0,30.32
718.05,30.32
718.1,30.33
718.15,30.33
718.2,30.34
718.25,30.35
718.3,30.35
718.35,30.35
718.4,30.36
718.45,30.36
718.5,30.36
718.55,30.36
718.6,30.36
718.65,30.37
718.7,30.37
718.75,30.38
718.8,30.38
718.85,30.39
718.9,30.39
718.95,30.4
719.0,30.4
719.05,30.41
719.1,30.41
719.15,30.41
719.2,30.41
719.25,30.41
719.3,30.41
719.35,30.41
719.4,30.41
719.45,30.41
719.5,30.41
719.55,30.41
719.6,30.41
719.65,30.41
719.7,30.41
719.75,30.41
719.8,30.41
719.85,30.42
719.9,30.42
719.95,30.43
720.0,30.43
720.05,30.44
720.1,30.45
720.15,30.45
720.2,30.46
720.25,30.46
720.3,30.47
720.35,30.47
720.4,30.47
720.45,30.47
720.5,30.47
720.55,30.47
720.6,30.47
720.65,30.47
720.7,30.47
720.75,30.47
720.8,30.47
720.85,30.47
720.9,30.47
720.95,30.47
721.0,30.47
721.05,30.47
721.1,30.47
721.15,30.47
721.2,30.47
721.25,30.47
721.3,30.47
721.35,30.47
721.4,30.47
721.45,30.47
721.5,30.47
721.55,30.47
721.6,30.47
721.65,30.47
721.7,30.47
721.75,30.47
721.8,30.47
721.85,30.47
721.9,30.47
721.95,30.47
722.0,30.47
722.05,30.47
722.1,30.47
722.15,30.47
722.2,30.48
722.25,30.48
722.3,30.48
722.35,30.49
722.4,30.49
722.45,30.5
722.5,30.5
722.55,30.51
722.6,30.51
722.65,30.52
722.7,30.52
722.75,30.52
722.8,30.52
722.85,30.52
722.9,30.52
722.95,30.52
723.0,30.52
723.05,30.52
723.1,30.52
723.15,30.52
723.2,30.52
723.25,30.52
723.3,30.52
723.35,30.52
723.4,30.52
723.45,30.52
723.5,30.52
723.55,30.52
723.6,30.52
723.65,30.52
723.7,30.52
723.75,30.52
723.8,30.52
723.85,30.52
723.9,30.52
723.95,30.52
724.0,30.52
724.05,30.52
724.1,30.52
724.15,30.52
724.2,30.52
724.25,30.52
724.3,30.52
724.35,30.52
724.4,30.52
724.45,30.52
724.5,30.52
724.55,30.52
724.6,30.52
724.65,30.52
724.7,30.52
724.75,30.52
724.8,30.52
724.85,30.52
724.9,30.52
724.95,30.52
725.0,30.52
725.05,30.52
725.1,30.52
725.15,30.52
725.2,30.52
725.25,30.52
725.3,30.52
725.35,30.52
725.4,30.52
725.45,30.52
725.5,30.52
725.55,30.52
725.6,30.52
725.65,30.52
725.7,30.52
725.75,30.52
725.8,30.52
725.85,30.52
725.9,30.52
725.95,30.52
726.0,30.52
726.05,30.52
726.1,30.52
726.15,30.52
726.2,30.52
726.25,30.52
726.3,30.52
726.35,30.52
726.4,30.52
726.45,30.52
726.5,30.52
726.55,30.52
726.6,30.52
726.65,30.52
726.7,30.52
726.75,30.52
726.8,30.52
726.85,30.52
726.9,30.52
726.95,30.52
727.0,30.52
727.05,30.52
727.1,30.52
727.15,30.52
727.2,30.52
727.25,30.52
727.3,30.52
727.35,30.52
727.4,30.52
727.45,30.52
727.5,30.52
727.55,30.52
727.6,30.52
727.65,30.51
727.7,30.51
727.75,30.51
727.8,30.51
727.85,30.5
727.9,30.5
727.95,30.5
728.0,30.49
728.05,30.49
728.1,30.49
728.15,30.49
728.2,30.49
728.25,30.48
728.3,30.47
728.35,30.47
728.4,30.46
728.45,30.46
728.5,30.45
728.55,30.44
728.6,30.44
728.65,30.43
728.7,30.43
728.75,30.43
728.8,30.43
728.85,30.43
728.9,30.43
728.95,30.43
729.0,30.43
729.05,30.43
729.1,30.43
729.15,30.43
729.2,30.43
729.25,30.43
729.3,30.43
729.35,30.43
729.4,30.43
729.45,30.43
729.5,30.43
729.55,30.43
729.6,30.43
729.65,30.43
729.7,30.43
729.75,30.43
729.8,30.43
729.85,30.43
729.9,30.43
729.95,30.43
730.0,30.43
730.05,30.43
730.1,30.43
730.15,30.43
730.2,30.43
730.25,30.43
730.3,30.43
730.35,30.43
730.4,30.43
730.45,30.43
730.5,30.43
730.55,30.43
730.6,30.43
730.65,30.43
730.7,30.43
730.75,30.43
730.8,30.43
730.85,30.42
730.9,30.42
730.95,30.41
731.0,30.41
731.05,30.4
731.1,30.4
731.15,30.39
731.2,30.39
731.25,30.38
731.3,30.38
731.35,30.38
731.4,30.38
731.45,30.38
731.5,30.38
731.55,30.38
731.6,30.38
731.65,30.38
731.7,30.38
731.75,30.38
731.8,30.38
731.85,30.38
731.9,30.38
731.95,30.38
732.0,30.38
732.05,30.38
732.1,30.38
732.15,30.38
732.2,30.38
732.25,30.38
732.3,30.38
732.35,30.39
732.4,30.39
732.45,30.4
732.5,30.4
732.55,30.41
732.6,30.41
732.65,30.41
732.7,30.41
732.75,30.41
732.8,30.41
732.85,30.41
732.9,30.41
732.95,30.41
733.0,30.41
733.05,30.41
733.1,30.41
733.15,30.41
733.2,30.42
733.25,30.42
733.3,30.43
733.35,30.43
733.4,30.43
733.45,30.43
733.5,30.43
733.55,30.43
733.6,30.43
733.65,30.43
733.7,30.43
733.75,30.43
733.8,30.43
733.85,30.43
733.9,30.43
733.95,30.43
734.0,30.43
734.05,30.43
734.1,30.43
734.15,30.43
734.2,30.43
734.25,30.43
734.3,30.43
734.35,30.43
734.4,30.43
734.45,30.43
734.5,30.43
734.55,30.43
734.6,30.43
734.65,30.43
734.7,30.43
734.75,30.43
734.8,30.43
734.85,30.43
734.9,30.43
734.95,30.43
735.0,30.43
735.05,30.43
735.1,30.43
735.15,30.43
735.2,30.43
735.25,30.43
735.3,30.43
735.35,30.43
735.4,30.43
735.45,30.43
735.5,30.43
735.55,30.43
735.6,30.43
735.65,30.43
735.7,30.43
735.75,30.43
735.8,30.43
735.85,30.43
735.9,30.43
735.95,30.43
736.0,30.43
736.05,30.43
736.1,30.43
736.15,30.43
736.2,30.43
736.25,30.43
736.3,30.43
736.35,30.43
736.4,30.43
736.45,30.43
736.5,30.42
736.55,30.42
736.6,30.41
736.65,30.41
736.7,30.4
736.75,30.4
736.8,30.39
736.85,30.39
736.9,30.38
736.95,30.38
737.0,30.38
737.05,30.38
737.1,30.38
737.15,30.38
737.2,30.38
737.25,30.38
737.3,30.38
737.35,30.38
737.4,30.38
737.45,30.38
737.5,30.38
737.55,30.38
737.6,30.38
737.65,30.38
737.7,30.38
737.75,30.38
737.8,30.38
737.85,30.38
737.9,30.38
737.95,30.38
738.0,30.38
738.05,30.38
738.1,30.38
738.15,30.38
738.2,30.38
738.25,30.38
738.3,30.38
738.35,30.38
738.4,30.38
738.45,30.38
738.5,30.38
738.55,30.38
738.6,30.38
738.65,30.38
738.7,30.38
738.75,30.38
738.8,30.38
738.85,30.38
738.9,30.37
738.95,30.37
739.0,30.36
739.05,30.35
739.1,30.35
739.15,30.34
739.2,30.34
739.25,30.33
739.3,30.32
739.35,30.32
739.4,30.32
739.45,30.32
739.5,30.32
739.55,30.32
739.6,30.32
739.65,30.32
739.7,30.32
739.75,30.32
739.8,30.32
739.85,30.32
739.9,30.32
739.95,30.32
740.0,30.32
740.05,30.32
740.1,30.32
740.15,30.32
740.2,30.32
740.25,30.32
740.3,30.32
740.35,30.32
740.4,30.32
740.45,30.32
740.5,30.32
740.55,30.32
740.6,30.32
740.65,30.32
740.7,30.32
740.75,30.32
740.8,30.32
740.85,30.32
740.9,30.32
740.95,30.32
741.0,30.32
741.05,30.32
741.1,30.32
741.15,30.32
741.2,30.31
741.25,30.31
741.3,30.31
741.35,30.3
741.4,30.29
741.45,30.29
741.5,30.28
741.55,30.28
741.6,30.27
741.65,30.27
741.7,30.26
741.75,30.26
741.8,30.26
741.85,30.26
741.9,30.26
741.95,30.26
742.0,30.26
742.05,30.26
742.1,30.26
742.15,30.26
742.2,30.26
742.25,30.26
742.3,30.26
742.35,30.26
742.4,30.26
742.45,30.26
742.5,30.26
742.55,30.26
742.6,30.26
742.65,30.26
742.7,30.26
742.75,30.26
742.8,30.26
742.85,30.26
742.9,30.25
742.95,30.25
743.0,30.25
743.05,30.24
743.1,30.24
743.15,30.23
743.2,30.23
743.25,30.22
743.3,30.22
743.35,30.21
743.4,30.21
743.45,30.21
743.5,30.21
743.55,30.21
743.6,30.21
743.65,30.21
743.7,30.21
743.75,30.21
743.8,30.21
743.85,30.21
743.9,30.21
743.95,30.21
744.0,30.2
744.05,30.2
744.1,30.19
744.15,30.19
744.2,30.18
744.25,30.18
744.3,30.17
744.35,30.16
744.4,30.16
744.45,30.16
744.5,30.15
744.55,30.15
744.6,30.15
744.65,30.15
744.7,30.15
744.75,30.14
744.8,30.14
744.85,30.13
744.9,30.13
744.95,30.12
745.0,30.11
745.05,30.11
745.1,30.1
745.15,30.1
745.2,30.09
745.25,30.09
745.3,30.09
745.35,30.09
745.4,30.09
745.45,30.09
745.5,30.08
745.55,30.08
745.6,30.08
745.65,30.07
745.7,30.07
745.75,30.06
745.8,30.06
745.85,30.05
745.9,30.05
745.95,30.05
746.0,30.04
746.05,30.04
746.1,30.03
746.15,30.03
746.2,30.03
746.25,30.02
746.3,30.01
746.35,30.01
746.4,30.0
746.45,30.0
746.5,29.99
746.55,29.98
746.6,29.98
746.65,29.97
746.7,29.96
746.75,29.95
746.8,29.95
746.85,29.94
746.9,29.94
746.95,29.93
747.0,29.93
747.05,29.92
747.1,29.92
747.15,29.91
747.2,29.91
747.25,29.91
747.3,29.9
747.35,29.9
747.4,29.89
747.45,29.88
747.5,29.88
747.55,29.87
747.6,29.87
747.65,29.87
747.7,29.86
747.75,29.86
747.8,29.86
747.85,29.86
747.9,29.86
747.95,29.86
748.0,29.86
748.05,29.86
748.1,29.86
748.15,29.86
748.2,29.86
748.25,29.85
748.3,29.85
748.35,29.85
748.4,29.84
748.45,29.84
748.5,29.83
748.55,29.83
748.6,29.82
748.65,29.82
748.7,29.82
748.75,29.81
748.8,29.81
748.85,29.81
748.9,29.81
748.95,29.81
749.0,29.81
749.05,29.81
749.1,29.81
749.15,29.81
749.2,29.81
749.25,29.81
749.3,29.81
749.35,29.81
749.4,29.81
749.45,29.81
749.5,29.81
749.55,29.81
749.6,29.81
749.65,29.81
749.7,29.81
749.75,29.81
749.8,29.81
749.85,29.81
749.9,29.81
749.95,29.81
750.0,29.81
750.05,29.81
750.1,29.81
750.15,29.81
750.2,29.81
750.25,29.81
750.3,29.81
750.35,29.82
750.4,29.82
750.45,29.83
750.5,29.83
750.55,29.84
750.6,29.84
750.65,29.85
750.7,29.85
750.75,29.86
750.8,29.86
750.85,29.86
750.9,29.86
750.95,29.86
751.0,29.86
751.05,29.87
751.1,29.88
751.15,29.89
751.2,29.9
751.25,29.91
751.3,29.93
751.35,29.94
751.4,29.95
751.45,29.96
751.5,29.97
751.55,29.98
751.6,29.98
751.65,29.98
751.7,29.98
751.75,29.98
751.8,29.98
751.85,29.98
751.9,29.98
751.95,29.98
752.0,29.98
752.05,29.98
752.1,29.98
752.15,29.98
752.2,29.99
752.25,29.99
752.3,30.0
752.35,30.0
752.4,30.01
752.45,30.02
752.5,30.02
752.55,30.03
752.6,30.03
752.65,30.04
752.7,30.04
752.75,30.04
752.8,30.04
752.85,30.04
752.9,30.04
752.95,30.04
753.0,30.05
753.05,30.05
753.1,30.06
753.15,30.06
753.2,30.07
753.25,30.07
753.3,30.08
753.35,30.08
753.4,30.09
753.45,30.1
753.5,30.1
753.55,30.11
753.6,30.11
753.65,30.12
753.7,30.13
753.75,30.13
753.8,30.14
753.85,30.14
753.9,30.15
753.95,30.16
754.0,30.16
754.05,30.17
754.1,30.17
754.15,30.18
754.2,30.19
754.25,30.19
754.3,30.2
754.35,30.21
754.4,30.22
754.45,30.23
754.5,30.24
754.55,30.25
754.6,30.26
754.65,30.27
754.7,30.28
754.75,30.29
754.8,30.3
754.85,30.31
754.9,30.31
754.95,30.32
755.0,30.33
755.05,30.33
755.1,30.34
755.15,30.34
755.2,30.35
755.25,30.35
755.3,30.36
755.35,30.36
755.4,30.37
755.45,30.37
755.5,30.38
755.55,30.39
755.6,30.39
755.65,30.4
755.7,30.41
755.75,30.43
755.8,30.44
755.85,30.45
755.9,30.46
755.95,30.47
756.0,30.48
756.05,30.49
756.1,30.51
756.15,30.51
756.2,30.52
756.25,30.53
756.3,30.54
756.35,30.55
756.4,30.56
756.45,30.57
756.5,30.58
756.55,30.59
756.6,30.6
756.65,30.61
756.7,30.62
756.75,30.63
756.8,30.65
756.85,30.66
756.9,30.67
756.95,30.68
757.0,30.69
757.05,30.7
757.1,30.71
757.15,30.72
757.2,30.73
757.25,30.74
757.3,30.75
757.35,30.76
757.4,30.77
757.45,30.79
757.5,30.8
757.55,30.81
757.6,30.82
757.65,30.83
757.7,30.84
757.75,30.85
757.8,30.86
757.85,30.87
757.9,30.88
757.95,30.9
758.0,30.92
758.05,30.93
758.1,30.95
758.15,30.96
758.2,30.97
758.25,30.99
758.3,31.0
758.35,31.01
758.4,31.01
758.45,31.02
758.5,31.03
758.55,31.04
758.6,31.05
758.65,31.06
758.7,31.07
758.75,31.08
758.8,31.09
758.85,31.1
758.9,31.11
758.95,31.12
759.0,31.13
759.05,31.14
759.1,31.15
759.15,31.16
759.2,31.17
759.25,31.18
759.3,31.19
759.35,31.2
759.4,31.21
759.45,31.22
759.5,31.24
759.55,31.25
759.6,31.27
759.65,31.29
759.7,31.3
759.75,31.32
759.8,31.34
759.85,31.36
759.9,31.38
759.95,31.4
760.0,31.42
760.05,31.44
760.1,31.46
760.15,31.47
760.2,31.49
760.25,31.51
760.3,31.53
760.35,31.55
760.4,31.57
760.45,31.58
760.5,31.6
760.55,31.61
760.6,31.63
760.65,31.64
